"estadual_id","estadual_nome","estado","nivel","ano_referencia","time_id"
"baiano_b","Campeonato Baiano - Série B","BA",2,2026,"fluminense_de_feira"
"baiano_b","Campeonato Baiano - Série B","BA",2,2026,"grapiuna"
"baiano_b","Campeonato Baiano - Série B","BA",2,2026,"jacobina"
"baiano_b","Campeonato Baiano - Série B","BA",2,2026,"redencao"
"baiano_b","Campeonato Baiano - Série B","BA",2,2026,"ssa_fc"
"candangao_1","Campeonato Brasiliense","DF",1,2026,"gama"
"candangao_1","Campeonato Brasiliense","DF",1,2026,"samambaia"
"candangao_1","Campeonato Brasiliense","DF",1,2026,"sobradinho"
"candangao_1","Campeonato Brasiliense","DF",1,2026,"ceilandia"
"candangao_1","Campeonato Brasiliense","DF",1,2026,"capital_cf"
"candangao_1","Campeonato Brasiliense","DF",1,2026,"brasiliense"
"candangao_1","Campeonato Brasiliense","DF",1,2026,"real_brasilia"
"candangao_1","Campeonato Brasiliense","DF",1,2026,"paranoa"
"candangao_1","Campeonato Brasiliense","DF",1,2026,"brasilia_fc"
"candangao_1","Campeonato Brasiliense","DF",1,2026,"aruc"
"capixaba_1","Campeonato Capixaba","ES",1,2026,"rio_branco_es"
"capixaba_1","Campeonato Capixaba","ES",1,2026,"vitoria_es"
